pathway	10WLC1B	10WLC2B	114DHH1B	114DHH2B	117DHH1B	117DHH2B	119DHH1B	119DHH2B	1WLC1B	1WLC2B	21WLH1B	21WLH2B	22WLH1B	22WLH2B	23WLH1B	23WLH2B	24WLH1B	24WLH2B	25WLH1B	25WLH2B	26WLH1B	26WLH2B	27WLH1B	28WLH1B	28WLH2B	29WLH1B	29WLH2B	2WLC1B	2WLC2B	30WLH1B	30WLH2B	31WHC1B	31WHC2B	32WHC1B	32WHC2B	33WHC1B	33WHC2B	34WHC1B	34WHC2B	35WHC1B	35WHC2B	36WHC1B	36WHC2B	37WHC1B	37WHC2B	38WHC1B	38WHC2B	39WHC1B	39WHC2B	3WLC1B	3WLC2B	40WHC1B	40WHC2B	4WLC1B	4WLC2B	51WHH1B	51WHH2B	52WHH1B	52WHH2B	53WHH1B	53WHH2B	54WHH1B	54WHH2B	55WHH1B	55WHH2B	56WHH1B	56WHH2B	57WHH1B	57WHH2B	58WHH1B	58WHH2B	59WHH1B	59WHH2B	5WLC1B	5WLC2B	60WHH1B	60WHH2B	61DLC1B	61DLC2B	62DLC1B	62DLC2B	63DLC1B	63DLC2B	64DLC1B	64DLC2B	65DLC1B	65DLC2B	66DLC1B	66DLC2B	67DLC1B	67DLC2B	68DLC1B	68DLC2B	69DLC1B	69DLC2B	6WLC1B	6WLC2B	70DLC1B	70DLC2B	7WLC1B	7WLC2B	81DLH1B	81DLH2B	82DLH1B	82DLH2B	83DLH1B	83DLH2B	84DLH1B	84DLH2B	85DLH1B	85DLH2B	86DLH1B	86DLH2B	87DLH1B	87DLH2B	88DLH1B	88DLH2B	89DLH1B	89DLH2B	8WLC1B	8WLC2B	90DLH1B	90DLH2B	96DHC1B	96DHC2B	97DHC1B	97DHC2B	98DHC1B	98DHC2B	9WLC1B	9WLC2B
NAGLIPASYN-PWY	17193.39596	11739.26297	5775.959197	3797.336053	4974.859805	5795.785246	4256.322943	6418.94909	9780.057523	5057.56868	9028.965688	7552.486253	15218.89009	18031.87646	10616.29108	6368.674214	14334.00004	27085.069	20484.81329	15423.65025	14794.77755	12873.2947	19603.52229	5728.012949	11623.74165	6901.304152	13306.04031	9810.476857	12912.96575	10837.04062	11086.91799	7854.675752	14764.63603	17758.33273	22614.95037	8023.04139	14162.12308	16543.51987	13781.69762	19214.86975	19177.62839	10358.28478	13601.16375	17094.68748	11111.12423	24453.32557	25445.21748	22199.48452	22088.52207	12595.739	15106.5859	14042.07138	7479.505397	14644.47138	14315.36671	4906.210744	4148.021814	23513.84822	14805.55091	13551.17233	8355.618607	9019.026947	6446.197321	7151.097701	2922.55471	27726.24221	13846.25191	15604.81341	7184.474224	20615.36889	17982.87833	17774.02878	12322.15061	1843.510536	4143.260794	18183.91105	10648.72218	19695.27116	18901.87757	33155.38207	9188.314277	5084.748359	5378.652429	3290.207401	1757.738601	8400.798468	5957.831951	27047.28354	16141.23114	3426.416936	2803.317472	6912.929168	8249.046763	13683.502	13698.35382	8105.397713	7841.191277	8094.725645	6688.56906	15238.49984	15568.52732	6883.231641	9077.050702	9329.34602	8018.488757	6631.80931	11711.19518	12783.99763	8872.829024	9830.418165	14486.64665	10852.66472	13741.38942	12459.44506	23130.77299	10764.28592	12.22941176	3060.006547	4588.813435	10012.52612	9494.480325	11292.36379	10142.73021	7818.200568	4303.99571	5935.152596	5768.468096	8158.660521	6461.857847	10117.81187	10587.39452
NONMEVIPP-PWY	25408.46145	17406.07442	14257.38039	7695.942093	15301.55784	14352.26732	14276.0293	15856.21267	19808.72657	8184.72454	13691.68629	11425.23552	22124.2062	29320.67886	15477.34369	11107.80799	20344.56948	39644.1414	27787.23361	28575.64256	21525.49279	19281.15844	27888.6309	8699.414335	16603.28726	10930.83787	18892.15124	15704.15399	20758.7543	15624.89527	16065.78028	11574.51378	22965.86596	29975.50636	33872.89532	16405.28289	22441.22527	26987.73501	25021.46696	30659.11779	27380.61267	16015.23936	20364.77497	25512.62843	23582.80152	32851.96267	36975.37722	35520.61825	34372.04317	19894.86053	26305.02522	19843.23526	12580.36989	26496.34113	20525.2267	7256.233183	6992.982098	39011.05224	21868.63731	21472.63896	14741.34514	12818.11146	10312.33057	12682.75889	4676.00079	36989.87361	20124.02114	22615.5508	13439.10103	29794.47236	33817.0454	28718.16599	19867.88834	3899.808715	6060.802416	27316.91832	17999.05011	40435.66026	41721.9565	75376.06692	21331.88262	13367.97622	10389.31251	8494.004124	4077.146672	19571.00668	13734.6241	72026.02396	41863.5285	11974.07355	8076.320457	16547.35571	16390.88507	33351.48572	33137.29329	13627.48493	12481.55895	17233.4551	13929.2496	23992.76999	27397.12488	18354.38992	22617.50987	22948.64925	19956.5108	16411.3425	24931.52686	25668.55954	24505.6418	25379.80678	37052.68321	22418.01704	27723.67564	32421.02553	44788.52649	31731.95333	24.97297297	10855.27674	11673.6689	14518.35213	14510.56158	27701.76844	26430.16738	23359.61676	18203.6963	16665.2975	13163.38922	20285.87911	14269.3817	14820.19782	14284.97912
NONOXIPENT-PWY	39320.98638	24506.40857	22653.04351	12515.41677	25838.74202	22937.82818	22913.60202	24654.10616	31393.89091	11703.81807	21142.10055	17183.08725	35297.24976	44034.54872	25341.27067	17291.70437	32591.94898	61352.15731	45013.15258	44708.06895	35674.85958	30916.68374	48585.50412	14236.65831	25042.12056	19620.23741	30825.4414	25295.13163	32553.63271	27025.2244	26425.75452	17779.07797	32951.4883	41786.30067	53075.17685	22096.80045	31058.23339	43840.49129	38605.67293	43001.35756	39669.30582	24076.63895	28249.7587	38435.83483	32955.69489	49725.14399	55862.7692	50141.83422	49417.26158	31290.22045	43049.11518	29675.50247	18494.2567	39363.84412	32412.01503	11473.50571	10504.99051	61366.19867	28628.37288	31155.47077	23273.47747	19655.7184	15565.82361	19417.76675	7456.869437	63122.55951	34201.64949	34919.21809	17954.87299	46528.0946	47999.2183	47295.06527	30284.85757	6307.675248	9841.249051	46364.61257	31298.5001	63772.89292	65938.89512	115354.2806	32172.77557	20071.14299	16506.66709	13081.34344	6293.445848	30725.86125	21672.07658	112627.6533	66287.64227	18886.59852	12778.36092	26780.88958	27138.14972	53635.31476	53105.95518	20757.40331	18697.05995	27555.62458	22109.86887	37202.16005	43123.44388	28908.54996	36894.82478	37419.81401	31713.49517	26359.01691	39850.35424	43234.9457	39155.58364	40394.14042	59730.1668	36068.81612	45323.05767	51631.41314	73644.77151	50651.86797	39.05195989	17041.28045	19178.15762	18299.07531	19868.0716	44821.97374	43297.78479	38761.03216	28792.78652	25826.61186	21531.4312	32717.27246	23076.43089	24087.27082	22658.34966
OANTIGEN-PWY	27446.4296	18316.18316	15062.40979	8085.023306	14962.68781	14108.20812	14240.01636	16181.62433	21660.68007	8468.375984	14792.1815	12195.39688	24854.91897	31788.02525	17774.84783	12350.27764	23497.10372	44443.92282	31901.96832	32353.44527	23972.81865	22019.56114	33030.51032	9789.584339	18399.98605	13757.46937	21089.38152	16974.34642	21670.63359	18129.0177	18265.46309	12623.31104	23954.02197	28893.22542	33923.72801	14912.18234	21281.28153	30583.69959	27751.63499	29398.60131	27816.33298	17339.82856	19777.85388	26800.15079	22204.67276	36169.22816	38680.40969	33312.90191	32391.87394	20800.73389	29034.01085	20284.21591	12941.50765	28900.69709	23024.30505	8308.281869	6972.085349	43669.77962	20974.45437	22444.13777	15642.00191	13101.96031	11332.56299	13711.79978	5164.333702	45101.00122	23242.44572	25537.37245	12685.27791	33279.8864	31104.32021	33994.56261	21324.36196	4142.961152	6873.711617	32393.30181	21889.02072	41602.29719	43113.73409	80529.82142	22084.77319	13380.6769	10642.32036	8614.397965	4158.788786	20246.97074	13952.44022	73663.84322	42844.53214	12106.93616	7988.014692	16603.61351	16978.23224	33577.81146	33692.99438	13949.35146	12881.02521	17142.4828	14122.49292	24882.17244	29368.24844	18487.79583	22287.48944	23904.45689	19682.17493	16413.90254	25298.1317	26650.80494	23571.31821	25508.7324	37821.03762	21945.77114	29182.69233	32956.84204	46799.27326	32821.6659	21.95701537	10724.89146	11738.46447	14318.54467	14719.17487	29068.35259	27205.07715	23207.66669	18628.38129	17004.25498	13261.30761	20037.23296	13444.7485	15933.39369	15257.83179
ORNARGDEG-PWY	216.2780689	803.6058398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.96789439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.63501745	0	0	0	0	0	0	0	0	0	0	0	18.32169122	32.15989829	0	0	0	0	0	0	0	0	0	0	0	85.9596098	50.19279913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.09994655	0	0	0	0	0	0	37.08827815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318.285697	1361.303846	0	0	0	0	0	0	0	0	0	0
ORNDEG-PWY	5046.221492	5152.651858	1742.237901	866.0578205	1141.78115	1850.146295	1707.744829	2514.900399	3680.851583	669.4627543	2036.842041	1747.402413	3218.916869	3513.63362	1726.204181	1734.92199	2389.702682	2732.784456	3347.550262	3279.752522	2478.990437	2541.581569	2977.816816	929.4998054	1111.793479	1170.341133	2279.523612	1382.30097	2242.295045	1697.314708	2279.418081	1721.954789	2404.94155	1709.058774	2403.653949	539.2369807	2354.201119	3101.384772	2983.800537	1961.830447	1928.728646	2514.675763	2670.982324	2292.67461	2229.903227	3798.50872	4303.416079	2337.639396	2366.87761	2071.253819	3966.25729	1950.417916	1653.479845	2731.548531	2519.026048	891.3846878	645.039628	6242.786652	2081.790861	2661.019553	3482.945335	2206.177919	1057.456779	1415.761884	571.3560203	5942.687882	3318.314492	3029.495575	637.6931821	4331.548437	2414.118943	3709.033137	2135.246824	654.159688	760.5741889	3141.119851	1350.725515	4911.481777	4375.71895	9612.654958	2437.995135	1378.895561	1154.324471	1017.331309	539.9997372	2977.196737	1288.342419	9599.540417	5307.586387	1376.066558	850.7447036	2174.077827	2031.347545	3428.977163	3312.785294	1488.723826	1846.721107	2466.485247	1728.527915	3417.915778	4303.765673	2221.587773	3248.41217	2589.220201	2498.624561	2242.161816	3349.606065	3125.942768	2846.478736	3293.513981	5708.491862	2567.324531	3692.102834	4401.513873	5196.297051	3153.424927	0	1096.014804	1662.192381	7040.342162	5105.969901	4030.433941	3004.556533	2337.327941	2402.330388	2043.72898	1559.596827	1997.748557	1405.055267	1399.853351	1355.088228
P101-PWY	4838.703759	2832.290811	4847.557278	2528.877926	8632.858628	7473.602801	8041.983294	6515.284699	5302.514514	2321.6967	1823.853712	1552.14779	3136.165632	5970.390614	2200.65765	2319.105207	2914.840526	3341.770407	4188.394332	5045.378409	4062.035715	3114.611067	2850.825049	1337.302468	4507.719929	1141.820644	1666.82704	2494.243857	3099.013577	2169.073591	3025.967771	1626.710273	2857.482071	890.4440482	3547.114333	751.6544023	1601.86796	6687.1665	3598.768139	1463.924212	1192.842734	2143.784451	1799.369513	1613.890461	1414.934971	2990.249697	3274.233704	2090.022325	1251.055262	5236.115587	2762.253718	1324.489251	1026.79411	4349.642143	3708.689069	932.2472325	511.405449	3668.390141	1887.014562	2803.001466	3791.92037	2519.433867	1539.500179	1723.945551	593.3624703	4276.62501	3525.721935	2584.149948	407.856774	3524.518433	2098.787137	4468.394056	2461.360101	814.1370515	1246.943049	4758.5619	4974.072788	12359.07459	13915.76369	23505.35855	11049.3594	6502.582012	3525.550014	4116.53125	1717.452078	5782.100027	5676.721639	31631.51468	19393.57045	6581.716712	4304.02565	4684.811077	5346.603158	14404.09969	10936.39145	1271.151106	1947.944594	6568.061903	5113.97036	3120.455542	4764.911412	7219.400426	9618.713337	9574.21343	9326.972541	6919.567122	8826.779039	9152.861728	12296.67128	10892.93144	13958.88888	7329.018957	8479.478529	11212.17448	15745.94026	17132.86186	0	6455.965419	5034.969194	2260.968431	1434.718956	10980.935	13957.1308	12718.07155	11711.36569	7957.197686	6418.265818	8824.638492	6659.436693	2678.556663	2173.431777
P105-PWY	11264.64885	8408.369914	8824.534399	4376.154385	6915.777664	7907.997872	8215.348754	10943.00008	10202.1859	2203.859858	7741.0985	4784.629716	8237.423105	17938.92628	7252.317711	5845.761988	8766.651353	14956.37507	11601.15391	15148.31092	9710.455203	8757.020237	14011.19807	4383.112155	6539.474141	4149.282838	8756.442647	5625.947701	8249.205163	8191.133335	8067.04166	4596.081769	7249.65958	6389.474966	12537.26742	2648.77286	4195.286914	15327.47528	11211.59291	2232.521193	3781.380352	6324.897384	6165.086935	7699.593307	6096.955556	7074.756362	11202.7031	7972.217738	12546.28475	10528.30602	15597.05468	4791.971408	3950.160876	9375.786294	7624.759265	2842.080106	3751.495156	22253.1962	7748.45942	8209.000845	8390.145	3667.438116	4158.637445	4850.99612	1634.562674	18575.47708	10216.56872	6676.76109	6200.554311	13120.71928	8766.495472	15271.04195	10769.72142	2478.526436	2425.507972	12135.86371	9490.957223	26005.26894	31057.9502	42575.87649	11839.21722	7390.895225	6446.861069	4403.713315	2777.712352	12084.50636	8024.532063	46827.89078	27147.08232	7202.55536	4765.262752	12793.29105	9926.279737	18944.87451	24155.18763	6804.944573	4933.28153	10521.62079	8943.315375	10693.11061	14169.59997	10960.44105	13760.01884	13820.11077	10518.48253	9279.439841	14834.31556	14471.79157	13314.1464	18069.61738	26004.24614	13298.84205	15918.60384	23298.37323	24125.40582	23176.64427	0	6436.909882	7037.951734	3878.184765	6083.433391	16841.55001	15172.25738	11724.16805	12888.28042	10493.32143	7048.10948	10255.24036	7194.499308	4864.412124	4580.067874
P108-PWY	2464.746055	875.4648036	1062.329959	696.0664513	519.5391793	526.9775749	318.4249337	477.8272151	3329.532975	910.4659996	2390.997432	1843.137375	11227.6739	3973.621902	3322.833726	1184.117346	4351.475938	5420.547562	5535.97144	4225.709487	4182.078724	3803.675524	9399.60105	2315.754455	838.0363569	2045.792783	6490.591376	2776.801498	4222.784729	4148.969988	3359.396553	2634.344007	2659.807975	17152.65624	10964.93367	11200.20466	14514.96771	9700.742425	6572.093001	13195.49472	10833.88103	3550.391832	13345.14907	9506.089453	6148.838066	15777.16377	15133.31819	18520.22013	17420.25059	1948.239936	4100.657693	11285.85786	3995.550831	3151.15546	2887.797018	2851.023176	2654.456167	14415.96142	1626.545081	4527.727396	5054.012664	4549.663629	3992.655916	2973.84138	1373.931383	12628.03878	5011.456317	10335.03134	11276.91945	16660.41599	14700.65903	6851.448734	7450.560405	538.0074331	843.9370942	5447.676349	4055.597338	2402.773208	2400.196217	4314.344504	808.2152098	403.5671408	545.7735542	298.2250262	120.758835	1251.679088	448.7911297	3453.563468	1816.446772	493.578422	128.2521341	921.1428031	1387.316241	1363.652922	1603.517616	1847.365971	1227.645879	849.9376814	841.1400277	1711.549629	2298.087572	657.6457678	666.0102687	1021.629686	639.5728552	757.3114161	1496.068618	1546.517848	613.3015998	1166.451567	1530.476534	1399.697932	2568.956305	1290.40237	2827.295304	1693.803385	0	184.8665149	569.966052	826.1640056	1105.287672	1472.199758	1051.996861	773.6513843	270.5810665	551.5314693	824.5293271	1108.961765	554.0923572	1121.927935	1212.071618
P125-PWY	10583.26355	4880.3304	7516.990292	4118.746314	12564.36617	8711.167814	10243.2045	7520.51761	8349.887688	3885.091937	5366.57194	4859.359459	7593.307189	11908.93544	6898.420022	5667.337005	9727.08736	17599.30966	11677.04575	13178.97249	10602.39403	9070.185594	9800.227956	3593.60429	9920.882763	3753.537512	7701.136478	5130.288543	7168.459672	7156.082844	6721.509197	4921.088384	7344.235034	4915.645494	9715.985003	2784.90384	5229.579972	10263.96625	9415.770911	5148.880236	4694.429011	5911.550826	4379.179334	7050.373377	6331.018943	10329.20331	11429.65187	6990.338752	6365.40023	8269.800666	13364.18054	4617.443147	4252.162747	8625.813688	11799.46514	2589.343653	2244.172538	19309.97442	6823.712581	7527.201351	7368.242539	5184.374669	3393.142933	3844.799067	1841.378651	15755.85126	7703.743226	6813.690109	3569.247783	11316.09499	7208.985224	14649.18134	6720.480425	1380.306595	3044.540627	13256.27789	8172.284425	17475.47699	16190.03051	35506.38508	13965.46589	8005.448277	4571.324095	5599.070919	1787.54411	6583.203735	7098.171929	35327.08688	19892.79034	8077.358572	4947.704517	4386.153076	6843.944294	19284.23404	13298.17096	4561.837486	4905.799463	7749.874415	6329.388593	10736.32588	11714.971	10200.28424	11431.01092	11895.65863	11077.39623	9042.918297	10307.36913	13314.38128	14910.06779	10420.44957	16659.74656	9172.516363	12315.0469	13895.8543	24618.38799	18010.84912	0	7476.669458	6169.365215	2947.629722	2928.540038	14597.93906	17385.72239	18061.59991	14017.77255	10059.35912	7872.178703	12489.30976	7478.614824	5299.508687	4031.26579
P163-PWY	1676.19055	879.1966828	1399.654552	689.1321871	942.9711302	870.1689545	1038.96677	1731.292777	2434.67234	396.9673741	829.4268779	751.2386355	2301.617619	2188.87158	1838.528145	1075.727958	2060.196482	2987.536357	2168.250379	2978.828321	2069.546836	1843.849093	2923.613353	855.7838913	568.4948399	801.7244356	2081.209792	2990.358624	3592.339472	1433.182416	1322.286147	1341.492863	1830.838852	7185.47117	4045.330011	6480.758991	6530.076869	4510.834678	5027.405571	10039.75104	6033.761782	1771.922499	4188.990362	3287.743442	5274.466717	4691.989677	5822.351149	9142.056934	5814.509828	2360.632224	2194.984433	2849.211699	3437.871031	2989.256739	1805.480456	933.0455977	860.5010013	5734.822102	1197.775373	1628.353224	1542.409602	1611.709462	1642.321283	2495.717941	746.965495	3813.359582	2489.154619	1583.776658	2346.526083	4241.038914	9138.974743	2349.478052	2917.50061	444.5675342	641.9989108	3101.686393	1720.36056	3348.700552	3665.340609	8232.621821	1577.976723	791.6091964	895.824235	595.8194211	326.7955327	2679.834396	589.8452019	6067.907645	3612.954172	715.1189233	655.202738	1632.680874	1589.967835	2897.154525	2529.733939	1335.575591	1351.43447	1596.593613	1183.149543	1339.025507	2600.452167	1990.091714	1891.832054	1854.348062	1895.75006	1339.868057	2698.72474	2107.915401	1534.188735	2022.151924	3323.682381	2022.052859	2494.913481	2392.345295	4224.858856	2372.772066	0	705.4538313	1219.718959	1136.501497	1492.618373	2536.901771	1484.099849	1272.508943	1239.685548	1440.396055	1046.600383	1313.412617	939.1380084	859.3806406	762.2780227
P164-PWY	8471.023366	3259.135873	5570.238711	2723.771777	4000.894892	2532.346402	3317.668152	3796.476587	6746.51102	3031.367598	4389.648727	4369.815341	9939.474969	9668.163718	6302.632793	4569.686472	7898.093924	19507.21946	9931.960413	11409.03738	8994.864272	7884.623064	11145.99037	3607.859489	2433.76138	5193.508796	8750.092808	5046.787056	7004.261411	6973.139889	6643.592412	4327.856687	6734.702107	12027.91978	15878.3995	5246.505288	9007.587938	11875.66688	8939.480048	10629.4252	12133.99703	6922.074723	10591.21186	11647.90706	8787.675094	15654.84664	17347.17351	14008.59967	15381.0233	6665.382011	10192.46578	9466.461187	5564.66925	10504.45687	9236.981911	3072.786722	3458.369775	18902.98346	6710.467006	8842.105632	6980.761044	6471.882403	4357.079873	5278.828177	2055.610941	17170.90844	8886.222729	11168.04814	6292.662493	14784.2714	12855.24275	12023.8	7828.79724	1116.728566	2897.946999	12495.27034	6842.079775	11613.62415	10606.31595	30978.04814	4612.438778	3392.446646	2072.210889	2137.022654	799.6564586	6771.601872	3133.436003	20762.63994	10082.54906	2724.852408	1249.139223	4501.214984	5597.870095	8345.112247	10042.46996	5130.069542	4048.079764	3963.181125	3356.080185	6211.974056	11192.08279	5693.645966	7136.611314	8186.995962	5787.346099	5243.231506	8565.035574	8862.39859	6763.436777	6669.102063	11938.08934	6986.947966	9999.321967	10155.4365	15518.33605	8715.87999	0	2379.478979	3454.855831	1495.990059	2727.499944	9561.052125	7815.934102	5717.905903	2970.623219	4522.003364	3335.91183	6525.027645	2537.777035	3951.971044	2772.184722
P181-PWY	164.1836984	60.99317923	91.00543789	0	0	9.763883312	0	83.07163381	0	0	131.2517265	40.70947917	70.76109418	55.68737668	36.60968116	129.5144748	161.2220815	340.6404474	68.89409826	150.4519088	71.70365026	0	40.70524504	0	80.31571974	51.85246342	0	52.5296006	69.8194418	0	41.70281937	48.74593882	74.85490477	0	0	0	13.84665537	0	207.5134347	31.44992337	0	0	0	90.20075349	57.00398027	82.08733802	218.3058025	77.77681493	33.54466556	155.9634336	319.0124661	0	0	314.7537512	309.3073391	0	0	64.574422	0	113.3488361	0	32.49166975	0	48.57329814	0	398.136126	0	140.2901656	0	40.26365984	0	120.2764649	104.4500363	0	49.75253527	154.7854098	255.0423999	225.1044534	156.2138019	872.655303	67.30473903	135.6374125	0	0	0	38.40820849	34.1816901	364.8567205	68.36898935	0	0	0	95.16867054	276.7118704	53.7937431	0	0	130.3977522	91.69756512	71.1820865	53.1209791	0	0	146.409953	38.52107238	0	0	0	0	0	302.4256371	0	193.8900608	153.6927391	238.9215491	107.7478117	0	0	0	27.28033631	0	122.3932797	124.5645144	29.20758563	124.5793343	0	0	0	42.16029855	51.88134055	0
P184-PWY	1934.040894	895.9847896	880.1467677	510.8687253	732.0382185	655.2358532	908.6675415	1243.011466	1487.65455	621.0308393	1270.243081	1311.932207	1636.732677	2353.493657	2133.734076	770.7733852	1970.563914	3180.612929	1965.028764	2018.482346	1609.756173	1537.643168	2127.362211	665.1871892	4284.97414	715.6217823	1315.059936	1046.476013	1341.113072	1461.853459	1347.057502	917.3195703	2568.137635	720.9344576	1635.572665	292.5323053	827.2217274	1940.982036	2389.598807	1029.741539	1109.814948	1343.288648	970.6531202	1345.333592	792.8369357	2300.129605	2142.596639	983.8802042	865.6912011	1553.341504	2339.637358	796.1895208	646.6046633	1966.619686	2283.814792	442.1082555	252.9716383	2949.267856	1696.055148	1656.01347	757.1367542	1362.440646	411.1254226	630.4890846	242.0030016	2974.373643	1949.698103	1213.198171	241.1665434	1948.484391	1039.292838	2084.864513	1443.656594	201.1642075	533.5643608	2848.311325	1615.545994	3646.891069	3672.912998	4827.704604	1192.187089	1639.156226	908.2637882	634.0209462	218.5238871	1203.973346	1730.018644	4387.33418	2731.193003	551.3202847	494.5587935	1033.242936	1110.411661	2525.36354	2369.071302	605.1915527	893.3397851	1488.51908	1209.650594	1316.643505	1921.052245	1099.325712	1429.691296	1428.748284	1463.068961	852.2735116	1794.606734	2007.80201	1397.141697	1344.7019	1893.220877	1436.325337	1921.384831	1717.660276	3765.063507	1465.553719	0	528.8182631	873.9079953	307.7983656	613.2449567	1726.71233	1394.28438	974.0811613	427.3375403	950.3584667	897.1033926	1378.412492	1238.940003	677.1957978	804.2502299
P185-PWY	9313.095826	6565.156979	5715.22459	3277.165535	7998.118292	6446.888056	7214.521173	5931.917285	7023.200531	2399.981048	2737.794689	3013.243277	6889.359344	6015.147009	3944.17213	2805.131811	5367.874468	10151.69571	7133.037684	7605.50713	6132.485014	6038.786235	8272.506042	2582.313605	4777.994009	2527.793893	4746.394811	5526.805717	5877.975188	4622.072866	4051.026082	2568.620224	5447.44068	5389.396228	8595.381651	2313.104344	2954.452391	5271.932801	4689.119621	4710.932646	4401.943933	4219.970564	3506.11241	3560.278233	5758.119525	4902.17862	7232.916604	5224.125242	7907.699552	5203.53014	10531.77529	2966.308752	2225.637266	5714.661302	6385.017417	1293.49416	2623.554522	8036.283198	5566.008637	5032.814387	6644.799001	4474.161478	2234.487274	2885.02997	1066.859503	9163.459118	4657.922039	4055.664438	4917.128711	4719.908528	8434.108421	8629.154554	5134.665551	923.8010056	1534.448495	5697.995998	4825.177022	12013.17758	10574.34535	27209.25897	10117.07207	5489.468784	2785.081046	3899.699942	1469.544105	4288.901585	5908.919154	27562.60722	15792.37857	5828.895983	3812.129982	4044.103537	4927.25722	13682.0877	10359.80759	5676.961421	2747.259836	6342.207703	4656.018027	11857.04881	10391.28527	7306.08283	8963.488499	7928.106996	8470.223772	7113.568325	8952.429296	9486.615599	11315.32577	8186.313893	11468.49917	7007.170818	8991.352577	8975.716581	15464.07259	14126.21029	0	5210.919178	4570.326519	4365.682768	4177.121046	11407.62629	11423.19128	12367.13	9383.590802	7445.005894	5850.408315	8339.049048	5785.994069	4646.24357	3897.31183
P221-PWY	17064.77031	16625.78926	5685.84881	2584.958335	4754.964707	4931.987975	5794.201786	8775.949861	7108.814622	3234.057708	5245.825882	3762.796427	3991.453954	5586.668814	2653.750182	1565.41342	3450.647945	6318.831786	4206.533198	5566.271041	3509.533362	3089.15978	4611.41712	1677.882312	2151.742681	2126.217169	4189.848867	2266.997137	3015.936374	3202.242812	3645.321808	2354.682474	8269.649651	2544.880965	6403.830789	1254.499672	1840.564905	7714.214369	4942.763539	3202.350743	4477.642356	4234.138995	2947.892968	3135.482277	2489.751427	6424.37658	6018.179338	3601.146779	2568.537945	3083.402028	5983.858885	3165.369161	2548.705936	4778.821323	3452.950348	1186.812491	822.5466933	6724.878422	13231.44047	9568.108699	4296.73705	3627.073856	1424.322458	1574.074317	841.4755228	13627.4652	5507.079344	3104.382084	1040.127404	4329.962136	4434.020059	4745.910202	4744.39773	1616.187154	928.9049764	4999.080534	2937.111638	13939.47663	12923.90709	25427.37797	5090.659732	4070.721057	2763.506224	2403.451434	1382.890192	5914.482282	2877.46225	27270.99914	14916.58555	3638.24202	3058.836526	8144.102156	5275.857473	8551.714197	11634.05101	2277.635353	2988.088775	6226.044099	5020.465854	17280.59166	8350.887372	5040.474327	6971.580047	5879.661512	4124.94281	5381.063033	8402.138099	7699.243277	6081.638372	9137.142249	15037.74731	5881.021145	7836.380263	13469.1033	10858.75032	5566.831819	7.47197724	2841.831673	4869.760593	4452.370783	5178.336164	10120.27332	8275.518197	7872.552513	7653.631388	6480.321449	3969.196238	6222.288391	4799.551397	9144.095723	12361.01464
P23-PWY	17473.44963	8204.362722	11421.26795	5942.275862	7734.748195	4660.588492	6509.735068	7248.137967	15976.17128	6562.332046	10071.19518	10356.38442	28740.84463	22782.21573	13333.67162	8866.495607	17754.08254	38000.32498	27802.43386	28840.83213	21749.76877	18656.83477	39407.39616	9659.017548	4408.767645	14767.0872	24774.11012	19486.67427	24013.56242	18794.57775	16125.00604	12205.53094	15415.1836	21718.62769	38013.41038	10447.12083	15753.549	34178.48423	30912.07798	22149.28482	23032.62334	18624.19702	19383.99113	28044.65229	20823.82825	40854.41461	42874.29704	28375.42729	26392.05115	13463.31348	20124.48503	20496.98166	13321.48878	21038.66709	16261.226	8907.439435	7525.687856	47040.6093	11462.84854	23062.19545	16237.91489	14629.08358	12567.57189	15153.31034	5845.364197	44410.16144	20249.65351	28067.62946	11835.98745	37203.7612	26490.01408	27742.75121	23924.95134	2776.792735	5440.871201	28238.52602	19648.18698	24789.21178	20315.07184	60891.45729	11403.20257	7698.321171	4908.283818	5104.438717	1812.38304	13091.83744	7603.572086	39381.266	17824.08489	5912.369603	3279.646879	9290.001295	11104.63786	15611.75731	18508.65348	15585.26824	8120.22759	7603.633414	6012.694167	12103.32064	19527.571	10897.68235	12456.99622	16093.10085	10670.95729	12038.66893	19021.88747	17158.47826	13609.60235	12225.95242	19699.20908	13536.97409	19290.33074	18726.48756	31663.91091	15897.05883	13.36416004	4976.578521	6285.934684	15902.65453	15985.93277	18423.33328	13929.98164	11185.18299	6111.481987	9188.117042	7238.938514	11439.55304	5065.740187	8073.278878	7618.929093
