"ASV","Indicator","stat","p.value","p_adj","Phylum","Class","Order","Family","Genus"
"1bda0a36eb05889965752745ade45125","High",0.392232270276368,0.002,0.02062100456621,"Firmicutes","Clostridia","","",""
"366e2c1bd0396bbb3f5bade1b23cfe09","High",0.392232270276368,0.002,0.02062100456621,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter"
"753746802c651cae6efc6e3d2d777c34","High",0.392232270276368,0.002,0.02062100456621,"Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"dfdccd45087326658e514cb544e4357e","Low",0.392232270276368,0.007,0.0481890243902439,"Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","uncultured"
"13f52da37145b5a1c708470759707f2d","High",0.391743768015484,0.007,0.0481890243902439,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"5cae759790a4a292fab9dcad1b373a42","High",0.389583300372326,0.002,0.02062100456621,"Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"67f93d9f0c51318acdcde63046058b84","High",0.389563992564094,0.003,0.0268809523809524,"Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcaceae"
"a0e02d4894f4972c769f249833283455","High",0.384380791495288,0.004,0.0328436363636364,"Proteobacteria","Gammaproteobacteria","","",""
"5ee329738a506cad6390706b938618b4","High",0.383767431733679,0.001,0.0132823529411765,"Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"0e7d77870673c9ccadaf165d92665b9d","High",0.379410741165819,0.005,0.0384013605442177,"Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium"
"8147841e1bd5a5bfcbb4e6157493b3cb","Low",0.375533808099405,0.006,0.042873417721519,"Firmicutes","Bacilli","Entomoplasmatales","type_III","type_III"
"2c9cde4eb541e99f5b2d15892df0eebb","Low",0.375533808099405,0.007,0.0481890243902439,"Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Phytomonospora"
"0f9ca4cef888bb6cd4fc20e8ad84d7ab","High",0.373536297080091,0.004,0.0328436363636364,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",""
"5a0df92d30ed6e7434b5d72fae586d9e","High",0.369916255841135,0.003,0.0268809523809524,"Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae"
"5a1b10baae328be30d054245b37541c7","High",0.366899692852671,0.001,0.0132823529411765,"Sumerlaeota","Sumerlaeia","uncultured","uncultured","uncultured"
"a3cbf5abc56b46964e5241ddca925815","High",0.366899692852671,0.001,0.0132823529411765,"Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12"
"c833c9d2382c052e49f2c5e4706a6fd4","High",0.366899692852671,0.001,0.0132823529411765,"Dependentiae","Babeliae","Babeliales","",""
"39fc320a828e37da5eaa641765f186ae","High",0.366899692852671,0.002,0.02062100456621,"Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"04a89eeb4915a2ed121069831736394c","High",0.366899692852671,0.002,0.02062100456621,"Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6"
"ff62a54478a1f6b314763df7b82ead50","High",0.366899692852671,0.002,0.02062100456621,"Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"1796236ca1c638041bf34d339ddece81","High",0.366899692852671,0.002,0.02062100456621,"Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"72514f23f696f07c75ae7d345231e7e9","High",0.366899692852671,0.002,0.02062100456621,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans"
"7818be6e31b99a7eb8c771acd8c045ff","High",0.366899692852671,0.003,0.0268809523809524,"Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"d90f5a9a2d2a391f4687ee3c29c8e00c","High",0.366899692852671,0.003,0.0268809523809524,"Acidobacteriota","Acidobacteriae","","",""
"ede70b50b113f453d0228f0ef0889661","High",0.366899692852671,0.003,0.0268809523809524,"Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"d1b25d0c04fcb08b07e59a767396b036","High",0.366899692852671,0.004,0.0328436363636364,"Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium"
"ed47803d02847a30b5f4ca0118f14e8a","High",0.366899692852671,0.004,0.0328436363636364,"Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",""
"2ffd60e68a8ac497aa938021e16cd84d","High",0.366264368232544,0.007,0.0481890243902439,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"26e5d61e523a657a67c87c8ad70c167f","High",0.365697725026683,0.004,0.0328436363636364,"Firmicutes","Negativicutes","uncultured","uncultured","uncultured"
"48faaec89384caf85c9c01f8155b170e","High",0.36480907929445,0.007,0.0481890243902439,"Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"8094227ae019c705e4daf0882cec9c87","High",0.359633632916313,0.003,0.0268809523809524,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","BIyi10"
