"OTU","Sample","Abundance","Pot","Intensity","Frequency","Composition","Replicate","Microbes","Kingdom","Phylum"
"84f6998f9b93aef37ee9f2ca8995f0cd","65DLC1F",0.000127035747859448,"Pot-65","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"150ec7aec130f31413bf7fe1f09648dc","117DHH2F",0.000111191416022683,"Pot-117","Dry","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"c06dca33c44e80a63c82e75b5be8cd86","55WHH2F",0.000111123458162018,"Pot-55","Wet","High","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"f46c053357cb00dfa814680ac7fe3ba9","30WLH1F",8.92325996430696e-05,"Pot-30","Wet","Low","Heterospecific",1,"Fungi","Fungi","Unclassified"
"29accfdd05fabce0f414542cd24846a4","67DLC1F",7.81636747348949e-05,"Pot-67","Dry","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","61DLC1F",7.00623554963918e-05,"Pot-61","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","52WHH2F",6.78012068614821e-05,"Pot-52","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"c06dca33c44e80a63c82e75b5be8cd86","62DLC1F",6.76727346552074e-05,"Pot-62","Dry","Low","Conspecific",1,"Fungi","Fungi","Glomeromycota"
"c06dca33c44e80a63c82e75b5be8cd86","22WLH2F",5.477501163969e-05,"Pot-22","Wet","Low","Heterospecific",2,"Fungi","Fungi","Glomeromycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","69DLC1F",5.36154698502341e-05,"Pot-69","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"150ec7aec130f31413bf7fe1f09648dc","64DLC1F",0,"Pot-64","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","83DLH2F",0,"Pot-83","Dry","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","81DLH1F",0,"Pot-81","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","119DHH2F",0,"Pot-119","Dry","High","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","65DLC2F",0,"Pot-65","Dry","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","81DLH2F",0,"Pot-81","Dry","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","85DLH1F",0,"Pot-85","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","67DLC1F",0,"Pot-67","Dry","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","114DHH1F",0,"Pot-114","Dry","High","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","85DLH2F",0,"Pot-85","Dry","Low","Heterospecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","86DLH1F",0,"Pot-86","Dry","Low","Heterospecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","5WLC1F",0,"Pot-5","Wet","Low","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","4WLC2F",0,"Pot-4","Wet","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","98DHC2F",0,"Pot-98","Dry","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","2WLC2F",0,"Pot-2","Wet","Low","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","96DHC1F",0,"Pot-96","Dry","High","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","97DHC1F",0,"Pot-97","Dry","High","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","97DHC2F",0,"Pot-97","Dry","High","Conspecific",2,"Fungi","Fungi","Basidiomycota"
"150ec7aec130f31413bf7fe1f09648dc","98DHC1F",0,"Pot-98","Dry","High","Conspecific",1,"Fungi","Fungi","Basidiomycota"
"29accfdd05fabce0f414542cd24846a4","119DHH1F",0,"Pot-119","Dry","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","117DHH1F",0,"Pot-117","Dry","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","117DHH2F",0,"Pot-117","Dry","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","114DHH2F",0,"Pot-114","Dry","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","10WLC1F",0,"Pot-10","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","119DHH2F",0,"Pot-119","Dry","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","84DLH2F",0,"Pot-84","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","83DLH2F",0,"Pot-83","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","82DLH2F",0,"Pot-82","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","81DLH2F",0,"Pot-81","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","1WLC1F",0,"Pot-1","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","85DLH1F",0,"Pot-85","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","84DLH1F",0,"Pot-84","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","114DHH1F",0,"Pot-114","Dry","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","82DLH1F",0,"Pot-82","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","85DLH2F",0,"Pot-85","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","67DLC2F",0,"Pot-67","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","58WHH2F",0,"Pot-58","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","3WLC2F",0,"Pot-3","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","21WLH1F",0,"Pot-21","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","59WHH2F",0,"Pot-59","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","69DLC1F",0,"Pot-69","Dry","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","4WLC1F",0,"Pot-4","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","87DLH2F",0,"Pot-87","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","69DLC2F",0,"Pot-69","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","5WLC2F",0,"Pot-5","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","4WLC2F",0,"Pot-4","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","88DLH1F",0,"Pot-88","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","6WLC1F",0,"Pot-6","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","60WHH1F",0,"Pot-60","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","88DLH2F",0,"Pot-88","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","60WHH2F",0,"Pot-60","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","24WLH1F",0,"Pot-24","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","89DLH1F",0,"Pot-89","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","34WHC1F",0,"Pot-34","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","24WLH2F",0,"Pot-24","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","70DLC2F",0,"Pot-70","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","61DLC2F",0,"Pot-61","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","34WHC2F",0,"Pot-34","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","25WLH1F",0,"Pot-25","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","8WLC1F",0,"Pot-8","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","8WLC2F",0,"Pot-8","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","62DLC2F",0,"Pot-62","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","53WHH2F",0,"Pot-53","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","90DLH1F",0,"Pot-90","Dry","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","2WLC1F",0,"Pot-2","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","63DLC1F",0,"Pot-63","Dry","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","54WHH1F",0,"Pot-54","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","26WLH2F",0,"Pot-26","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","90DLH2F",0,"Pot-90","Dry","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","2WLC2F",0,"Pot-2","Wet","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","63DLC2F",0,"Pot-63","Dry","Low","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","54WHH2F",0,"Pot-54","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","96DHC1F",0,"Pot-96","Dry","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","28WLH1F",0,"Pot-28","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","96DHC2F",0,"Pot-96","Dry","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","55WHH2F",0,"Pot-55","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","37WHC2F",0,"Pot-37","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","28WLH2F",0,"Pot-28","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","97DHC1F",0,"Pot-97","Dry","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","66DLC1F",0,"Pot-66","Dry","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","56WHH1F",0,"Pot-56","Wet","High","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","38WHC1F",0,"Pot-38","Wet","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","29WLH1F",0,"Pot-29","Wet","Low","Heterospecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","97DHC2F",0,"Pot-97","Dry","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","57WHH2F",0,"Pot-57","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","56WHH2F",0,"Pot-56","Wet","High","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","38WHC2F",0,"Pot-38","Wet","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","29WLH2F",0,"Pot-29","Wet","Low","Heterospecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","98DHC1F",0,"Pot-98","Dry","High","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","98DHC2F",0,"Pot-98","Dry","High","Conspecific",2,"Fungi","Fungi","Chytridiomycota"
"29accfdd05fabce0f414542cd24846a4","3WLC1F",0,"Pot-3","Wet","Low","Conspecific",1,"Fungi","Fungi","Chytridiomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","63DLC2F",0,"Pot-63","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","10WLC2F",0,"Pot-10","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","114DHH1F",0,"Pot-114","Dry","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","10WLC1F",0,"Pot-10","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","64DLC1F",0,"Pot-64","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","114DHH2F",0,"Pot-114","Dry","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","64DLC2F",0,"Pot-64","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","55WHH2F",0,"Pot-55","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","54WHH2F",0,"Pot-54","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","36WHC2F",0,"Pot-36","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","117DHH1F",0,"Pot-117","Dry","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","83DLH1F",0,"Pot-83","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","56WHH1F",0,"Pot-56","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","38WHC1F",0,"Pot-38","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","37WHC1F",0,"Pot-37","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","117DHH2F",0,"Pot-117","Dry","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","83DLH2F",0,"Pot-83","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","65DLC2F",0,"Pot-65","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","56WHH2F",0,"Pot-56","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","119DHH1F",0,"Pot-119","Dry","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","84DLH1F",0,"Pot-84","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","81DLH1F",0,"Pot-81","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","119DHH2F",0,"Pot-119","Dry","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","84DLH2F",0,"Pot-84","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","66DLC2F",0,"Pot-66","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","57WHH2F",0,"Pot-57","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","39WHC2F",0,"Pot-39","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","1WLC1F",0,"Pot-1","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","85DLH1F",0,"Pot-85","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","58WHH1F",0,"Pot-58","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","3WLC1F",0,"Pot-3","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","82DLH1F",0,"Pot-82","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","1WLC2F",0,"Pot-1","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","85DLH2F",0,"Pot-85","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","67DLC2F",0,"Pot-67","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","58WHH2F",0,"Pot-58","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","3WLC2F",0,"Pot-3","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","30WLH2F",0,"Pot-30","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","21WLH1F",0,"Pot-21","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","86DLH1F",0,"Pot-86","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","68DLC1F",0,"Pot-68","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","59WHH1F",0,"Pot-59","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","40WHC1F",0,"Pot-40","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","21WLH2F",0,"Pot-21","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","86DLH2F",0,"Pot-86","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","68DLC2F",0,"Pot-68","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","59WHH2F",0,"Pot-59","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","22WLH1F",0,"Pot-22","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","87DLH1F",0,"Pot-87","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","5WLC1F",0,"Pot-5","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","4WLC1F",0,"Pot-4","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","32WHC1F",0,"Pot-32","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","22WLH2F",0,"Pot-22","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","87DLH2F",0,"Pot-87","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","69DLC2F",0,"Pot-69","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","5WLC2F",0,"Pot-5","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","4WLC2F",0,"Pot-4","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","32WHC2F",0,"Pot-32","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","23WLH1F",0,"Pot-23","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","88DLH1F",0,"Pot-88","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","6WLC1F",0,"Pot-6","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","60WHH1F",0,"Pot-60","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","51WHH1F",0,"Pot-51","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","33WHC1F",0,"Pot-33","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","23WLH2F",0,"Pot-23","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","88DLH2F",0,"Pot-88","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","6WLC2F",0,"Pot-6","Wet","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","60WHH2F",0,"Pot-60","Wet","High","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","33WHC2F",0,"Pot-33","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","24WLH1F",0,"Pot-24","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","89DLH1F",0,"Pot-89","Dry","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","70DLC1F",0,"Pot-70","Dry","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","52WHH1F",0,"Pot-52","Wet","High","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","34WHC1F",0,"Pot-34","Wet","High","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","24WLH2F",0,"Pot-24","Wet","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","89DLH2F",0,"Pot-89","Dry","Low","Heterospecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","70DLC2F",0,"Pot-70","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","61DLC2F",0,"Pot-61","Dry","Low","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","34WHC2F",0,"Pot-34","Wet","High","Conspecific",2,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","25WLH1F",0,"Pot-25","Wet","Low","Heterospecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","8WLC1F",0,"Pot-8","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
"84f6998f9b93aef37ee9f2ca8995f0cd","7WLC1F",0,"Pot-7","Wet","Low","Conspecific",1,"Fungi","Fungi","Mortierellomycota"
